Timestamp,Age,Hand,Status,Movement,Thumb,Index,Middle,Ring,Pinky,AngleThumb,AngleIndex,AngleMiddle,AngleRing,AnglePinky,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,AbductionAngle,RotationAngle,MovementMagnitude
16,11,L,Healthy,STEADY,731.0,1106.0,682.0,717.0,890.0,13.5,21.3,11.2,10.8,13.0,-0.169,-0.113,0.001,0.566,0.591,0.026,-89.7,56.3,-33.7,-0.0,-0.0,0.0
43,11,L,Healthy,STEADY,731.0,1106.0,683.0,717.0,891.0,13.5,21.3,11.7,10.8,13.5,-0.303,-0.203,0.003,1.016,0.586,0.105,-89.2,56.2,-33.8,-0.0,-0.0,0.0
69,11,L,Healthy,STEADY,731.0,1105.0,683.0,717.0,889.0,13.5,20.7,11.7,10.8,12.5,-0.409,-0.273,0.002,1.338,0.736,0.273,-89.5,56.3,-33.7,-0.0,-0.0,0.0
95,11,L,Healthy,STEADY,731.0,1106.0,683.0,718.0,887.0,13.5,21.3,11.7,11.2,11.7,-0.494,-0.329,0.004,1.684,0.801,0.293,-89.4,56.4,-33.6,-0.0,-0.0,0.0
121,11,L,Healthy,STEADY,730.0,1106.0,683.0,717.0,886.0,13.0,21.3,11.7,10.8,11.2,-0.562,-0.374,0.005,1.88,1.1,0.32,-89.3,56.3,-33.7,-0.0,-0.0,0.0
147,11,L,Healthy,STEADY,731.0,1105.0,682.0,717.0,888.0,13.5,20.7,11.2,10.8,12.1,-0.616,-0.41,0.005,2.034,1.178,0.363,-89.2,56.4,-33.6,-0.0,-0.0,0.0
173,11,L,Healthy,STEADY,732.0,1106.0,683.0,716.0,886.0,13.9,21.3,11.7,10.4,11.2,-0.66,-0.44,0.004,2.068,1.496,0.322,-89.5,56.3,-33.7,-0.0,-0.0,0.0
199,11,L,Healthy,STEADY,732.0,1105.0,684.0,716.0,890.0,13.9,20.7,12.1,10.4,13.0,-0.696,-0.463,0.003,2.142,1.48,0.157,-89.6,56.4,-33.6,-0.0,-0.0,0.0
225,11,L,Healthy,STEADY,733.0,1108.0,684.0,719.0,888.0,14.4,22.5,12.1,11.7,12.1,-0.725,-0.484,0.007,2.252,1.025,0.257,-89.2,56.3,-33.7,-0.0,-0.0,0.0
251,11,L,Healthy,STEADY,731.0,1106.0,684.0,716.0,889.0,13.5,21.3,12.1,10.4,12.5,-0.749,-0.5,0.003,2.075,1.73,0.777,-89.6,56.3,-33.7,-0.0,-0.0,0.0
277,11,L,Healthy,STEADY,732.0,1106.0,684.0,718.0,889.0,13.9,21.3,12.1,11.2,12.5,-0.766,-0.512,0.006,1.987,1.352,1.237,-89.3,56.2,-33.8,-0.0,-0.0,0.0
303,11,L,Healthy,STEADY,730.0,1105.0,683.0,718.0,889.0,13.0,20.7,11.7,11.2,12.5,-0.778,-0.52,0.008,1.834,1.361,1.424,-89.2,56.2,-33.8,-0.0,-0.0,0.0
329,11,L,Healthy,STEADY,731.0,1106.0,683.0,718.0,889.0,13.5,21.3,11.7,11.2,12.5,-0.788,-0.528,0.009,1.728,1.759,1.315,-89.0,56.2,-33.8,-0.0,-0.0,0.0
356,11,L,Healthy,STEADY,730.0,1103.0,684.0,717.0,890.0,13.0,19.6,12.1,10.8,13.0,-0.797,-0.535,0.013,1.804,1.757,1.138,-88.6,56.1,-33.9,-0.0,-0.0,0.0
382,11,L,Healthy,STEADY,732.0,1105.0,684.0,718.0,889.0,13.9,20.7,12.1,11.2,12.5,-0.805,-0.54,0.013,1.874,2.05,1.147,-88.6,56.1,-33.9,-0.0,-0.0,0.0
408,11,L,Healthy,STEADY,733.0,1105.0,682.0,719.0,888.0,14.4,20.7,11.2,11.7,12.1,-0.81,-0.544,0.015,2.015,2.035,1.188,-88.4,56.1,-33.9,-0.0,-0.0,0.0
434,11,L,Healthy,STEADY,731.0,1106.0,684.0,717.0,890.0,13.5,21.3,12.1,10.8,13.0,-0.813,-0.548,0.014,2.235,2.646,1.158,-88.5,56.0,-34.0,-0.0,-0.0,0.0
460,11,L,Healthy,STEADY,732.0,1106.0,683.0,718.0,885.0,13.9,21.3,11.7,11.2,10.8,-0.817,-0.549,0.012,2.715,2.595,1.022,-88.7,56.1,-33.9,-0.0,-0.0,0.0
486,11,L,Healthy,STEADY,733.0,1105.0,685.0,717.0,890.0,14.4,20.7,12.5,10.8,13.0,-0.822,-0.55,0.01,3.149,1.981,0.69,-89.0,56.2,-33.8,-0.0,-0.0,0.0
512,11,L,Healthy,STEADY,732.0,1105.0,683.0,717.0,886.0,13.9,20.7,11.7,10.8,11.2,-0.824,-0.551,0.006,3.269,1.73,0.443,-89.4,56.2,-33.8,-0.0,-0.0,0.0
538,11,L,Healthy,STEADY,732.0,1106.0,683.0,718.0,887.0,13.9,21.3,11.7,11.2,11.7,-0.826,-0.55,0.001,3.102,1.271,0.216,-89.9,56.3,-33.7,-0.0,-0.0,0.0
564,11,L,Healthy,STEADY,731.0,1106.0,682.0,718.0,889.0,13.5,21.3,11.2,11.2,12.5,-0.829,-0.55,-0.002,2.79,0.893,-0.02,-90.2,56.4,-33.6,-0.0,-0.0,0.0
590,11,L,Healthy,STEADY,732.0,1105.0,684.0,716.0,889.0,13.9,20.7,12.1,10.4,12.5,-0.829,-0.548,-0.002,2.275,0.211,-0.072,-90.2,56.5,-33.5,-0.0,-0.0,0.0
616,11,L,Healthy,STEADY,734.0,1107.0,684.0,717.0,888.0,14.9,21.9,12.1,10.8,12.1,-0.83,-0.548,-0.002,1.501,-0.004,-0.27,-90.2,56.6,-33.4,-0.0,-0.0,0.0
642,11,L,Healthy,STEADY,731.0,1105.0,683.0,718.0,888.0,13.5,20.7,11.7,11.2,12.1,-0.836,-0.554,0.006,0.877,-0.279,-0.279,-89.4,56.5,-33.5,-0.0,-0.0,0.0
669,11,L,Healthy,STEADY,732.0,1107.0,684.0,717.0,886.0,13.9,21.9,12.1,10.8,11.2,-0.841,-0.557,0.01,0.353,-0.132,-0.22,-89.0,56.5,-33.5,-0.0,-0.0,0.0
695,11,L,Healthy,STEADY,732.0,1106.0,684.0,717.0,893.0,13.9,21.3,12.1,10.8,14.4,-0.845,-0.56,0.021,-0.105,-0.06,0.171,-87.9,56.4,-33.5,-0.0,-0.0,0.0
721,11,L,Healthy,STEADY,732.0,1106.0,684.0,717.0,888.0,13.9,21.3,12.1,10.8,12.1,-0.846,-0.561,0.024,0.024,0.717,0.993,-87.6,56.4,-33.5,-0.0,-0.0,0.0
747,11,L,Healthy,STEADY,732.0,1105.0,683.0,718.0,887.0,13.9,20.7,11.7,11.2,11.7,-0.844,-0.565,0.027,0.117,1.386,1.498,-87.3,56.2,-33.8,-0.0,-0.0,0.0
773,11,L,Healthy,STEADY,732.0,1106.0,683.0,717.0,887.0,13.9,21.3,11.7,10.8,11.7,-0.841,-0.568,0.024,0.924,2.4,2.018,-87.6,55.9,-34.0,-0.0,-0.0,0.0
799,11,L,Healthy,STEADY,733.0,1105.0,684.0,717.0,890.0,14.4,20.7,12.1,10.8,13.0,-0.837,-0.572,0.019,1.961,2.308,1.874,-88.1,55.6,-34.3,-0.0,-0.0,0.0
825,11,L,Healthy,STEADY,732.0,1106.0,683.0,717.0,888.0,13.9,21.3,11.7,10.8,12.1,-0.836,-0.579,0.012,3.5,2.085,1.251,-88.8,55.3,-34.7,-0.0,-0.0,0.0
851,11,L,Healthy,STEADY,733.0,1104.0,682.0,718.0,888.0,14.4,20.2,11.2,11.2,12.1,-0.841,-0.577,0.009,5.379,-0.222,0.216,-89.1,55.5,-34.5,-0.0,-0.0,0.0
877,11,L,Healthy,STEADY,732.0,1106.0,684.0,717.0,886.0,13.9,21.3,12.1,10.8,11.2,-0.843,-0.566,0.002,6.907,-1.802,-0.288,-89.8,56.1,-33.9,-0.0,-0.0,0.0
903,11,L,Healthy,STEADY,730.0,1106.0,684.0,717.0,889.0,13.0,21.3,12.1,10.8,12.5,-0.841,-0.554,-0.005,7.411,-3.068,-0.183,-90.5,56.6,-33.4,-0.0,-0.0,0.0
929,11,L,Healthy,STEADY,731.0,1105.0,683.0,717.0,888.0,13.5,20.7,11.7,10.8,12.1,-0.828,-0.543,-0.011,6.541,-3.657,0.107,-91.1,56.7,-33.3,-0.0,-0.0,0.0
955,11,L,Healthy,STEADY,732.0,1106.0,683.0,717.0,888.0,13.9,21.3,11.7,10.8,12.1,-0.823,-0.534,-0.011,4.302,-3.68,-1.046,-91.2,57.0,-33.0,-0.0,-0.0,0.0
982,11,L,Healthy,STEADY,730.0,1106.0,683.0,717.0,888.0,13.0,21.3,11.7,10.8,12.1,-0.823,-0.534,-0.004,2.405,-2.75,-2.136,-90.5,57.0,-33.0,-0.0,-0.0,0.0
1008,11,L,Healthy,STEADY,733.0,1105.0,683.0,717.0,888.0,14.4,20.7,11.7,10.8,12.1,-0.829,-0.536,-0.006,1.044,-2.031,-2.695,-90.6,57.1,-32.9,-0.0,-0.0,0.0
1034,11,L,Healthy,STEADY,731.0,1105.0,683.0,717.0,890.0,13.5,20.7,11.7,10.8,13.0,-0.84,-0.54,-0.006,0.254,-0.556,-2.574,-90.6,57.3,-32.7,-0.0,-0.0,0.0
1060,11,L,Healthy,STEADY,731.0,1104.0,683.0,718.0,890.0,13.5,20.2,11.7,11.2,13.0,-0.846,-0.54,-0.006,-0.53,0.077,-2.201,-90.6,57.4,-32.6,-0.0,-0.0,0.0
1086,11,L,Healthy,STEADY,732.0,1105.0,683.0,717.0,887.0,13.9,20.7,11.7,10.8,11.7,-0.851,-0.542,-0.01,-1.367,1.102,-1.879,-91.0,57.5,-32.5,-0.0,-0.0,0.0
1112,11,L,Healthy,STEADY,731.0,1105.0,683.0,716.0,888.0,13.5,20.7,11.7,10.4,12.1,-0.852,-0.546,-0.008,-2.439,1.15,-1.355,-90.9,57.4,-32.6,-0.0,-0.0,0.0
1138,11,L,Healthy,STEADY,731.0,1108.0,682.0,717.0,890.0,13.5,22.5,11.2,10.8,13.0,-0.854,-0.555,0.001,-3.386,1.819,-0.779,-89.9,57.0,-33.0,-0.0,-0.0,0.0
1164,11,L,Healthy,STEADY,731.0,1105.0,683.0,716.0,888.0,13.5,20.7,11.7,10.4,12.1,-0.856,-0.562,0.007,-3.149,1.887,0.11,-89.3,56.7,-33.3,-0.0,-0.0,0.0
1190,11,L,Healthy,STEADY,733.0,1105.0,683.0,717.0,888.0,14.4,20.7,11.7,10.8,12.1,-0.859,-0.565,0.012,-2.424,2.034,1.125,-88.8,56.7,-33.3,-0.0,-0.0,0.0
1216,11,L,Healthy,STEADY,731.0,1105.0,682.0,718.0,892.0,13.5,20.7,11.2,11.2,13.9,-0.861,-0.564,0.018,-1.588,2.036,2.106,-88.1,56.8,-33.2,-0.0,-0.0,0.0
1242,11,L,Healthy,STEADY,732.0,1105.0,683.0,716.0,889.0,13.9,20.7,11.7,10.4,12.5,-0.861,-0.562,0.021,-0.631,2.296,3.251,-87.8,56.9,-33.1,-0.0,-0.0,0.0
1268,11,L,Healthy,STEADY,732.0,1105.0,681.0,718.0,888.0,13.9,20.7,10.8,11.2,12.1,-0.856,-0.557,0.026,0.164,2.176,4.55,-87.3,56.9,-33.0,-0.0,-0.0,0.0
1295,11,L,Healthy,STEADY,729.0,1106.0,683.0,718.0,888.0,12.5,21.3,11.7,11.2,12.1,-0.848,-0.553,0.033,0.211,3.302,5.15,-86.6,56.9,-33.1,-0.0,-0.0,0.0
1321,11,L,Healthy,STEADY,732.0,1106.0,683.0,716.0,887.0,13.9,21.3,11.7,10.4,11.7,-0.84,-0.551,0.036,0.115,3.931,5.029,-86.2,56.7,-33.3,-0.0,-0.0,0.0
1347,11,L,Healthy,STEADY,731.0,1105.0,684.0,717.0,886.0,13.5,20.7,12.1,10.8,11.2,-0.843,-0.557,0.05,0.039,4.274,3.728,-84.9,56.5,-33.4,-0.0,-0.0,0.0
1373,11,L,Healthy,STEADY,732.0,1105.0,683.0,717.0,889.0,13.9,20.7,11.7,10.8,12.5,-0.836,-0.56,0.047,0.611,5.81,3.512,-85.2,56.1,-33.8,-0.0,-0.0,0.0
1399,11,L,Healthy,STEADY,733.0,1105.0,683.0,717.0,884.0,14.4,20.7,11.7,10.8,10.4,-0.834,-0.564,0.048,2.064,6.763,3.149,-85.2,55.8,-34.1,-0.0,-0.0,0.0
1425,11,L,Healthy,STEADY,731.0,1105.0,684.0,717.0,885.0,13.5,20.7,12.1,10.8,10.8,-0.826,-0.566,0.042,3.618,6.064,2.284,-85.7,55.5,-34.4,-0.0,-0.0,0.0
1451,11,L,Healthy,STEADY,730.0,1105.0,680.0,716.0,888.0,13.0,20.7,10.4,10.4,12.1,-0.827,-0.569,0.034,4.861,6.446,1.158,-86.6,55.5,-34.5,-0.0,-0.0,0.0
1477,11,L,Healthy,STEADY,731.0,1106.0,683.0,716.0,889.0,13.5,21.3,11.7,10.4,12.5,-0.831,-0.569,0.027,5.742,4.697,0.922,-87.3,55.6,-34.4,-0.0,-0.0,0.0
1503,11,L,Healthy,STEADY,730.0,1106.0,684.0,717.0,891.0,13.0,21.3,12.1,10.8,13.5,-0.831,-0.564,0.024,6.172,3.201,1.301,-87.5,55.8,-34.2,-0.0,-0.0,0.0
1529,11,L,Healthy,STEADY,729.0,1104.0,682.0,717.0,891.0,12.5,20.2,11.2,10.8,13.5,-0.829,-0.558,0.026,5.904,2.733,1.739,-87.3,56.0,-34.0,-0.0,-0.0,0.0
1555,11,L,Healthy,STEADY,732.0,1106.0,680.0,717.0,886.0,13.9,21.3,10.4,10.8,11.2,-0.827,-0.553,0.025,5.774,1.964,1.653,-87.4,56.2,-33.8,-0.0,-0.0,0.0
1581,11,L,Healthy,STEADY,733.0,1105.0,683.0,717.0,885.0,14.4,20.7,11.7,10.8,10.8,-0.82,-0.549,0.025,5.749,0.611,0.791,-87.4,56.2,-33.8,-0.0,-0.0,0.0
1608,11,L,Healthy,STEADY,731.0,1105.0,684.0,717.0,893.0,13.5,20.7,12.1,10.8,14.4,-0.819,-0.548,0.024,5.462,0.009,-0.507,-87.5,56.2,-33.8,-0.0,-0.0,0.0
1634,11,L,Healthy,STEADY,731.0,1105.0,682.0,717.0,886.0,13.5,20.7,11.2,10.8,11.2,-0.826,-0.549,0.02,4.919,0.186,-1.82,-87.9,56.3,-33.6,-0.0,-0.0,0.0
1660,11,L,Healthy,STEADY,731.0,1105.0,681.0,717.0,889.0,13.5,20.7,10.8,10.8,12.5,-0.831,-0.551,0.018,4.447,-0.289,-2.494,-88.1,56.5,-33.5,-0.0,-0.0,0.0
1686,11,L,Healthy,STEADY,732.0,1105.0,683.0,717.0,890.0,13.9,20.7,11.7,10.8,13.0,-0.836,-0.552,0.014,4.24,-0.085,-2.522,-88.5,56.6,-33.4,-0.0,-0.0,0.0
1712,11,L,Healthy,STEADY,731.0,1107.0,683.0,717.0,889.0,13.5,21.9,11.7,10.8,12.5,-0.842,-0.554,0.01,4.059,-0.21,-2.303,-88.9,56.7,-33.3,-0.0,-0.0,0.0
1738,11,L,Healthy,STEADY,732.0,1106.0,681.0,717.0,887.0,13.9,21.3,10.8,10.8,11.7,-0.846,-0.557,0.009,3.98,-0.55,-1.363,-89.1,56.6,-33.4,-0.0,-0.0,0.0
1764,11,L,Healthy,STEADY,732.0,1106.0,682.0,717.0,888.0,13.9,21.3,11.2,10.8,12.1,-0.847,-0.56,0.01,4.114,-1.043,-0.296,-89.0,56.5,-33.5,-0.0,-0.0,0.0
1790,11,L,Healthy,STEADY,732.0,1107.0,684.0,718.0,890.0,13.9,21.9,12.1,11.2,13.0,-0.843,-0.562,0.01,4.393,-1.611,0.554,-88.9,56.3,-33.7,-0.0,-0.0,0.0
1816,11,L,Healthy,STEADY,733.0,1105.0,681.0,716.0,887.0,14.4,20.7,10.8,10.4,11.7,-0.84,-0.56,0.011,4.773,-2.089,1.277,-88.9,56.3,-33.7,-0.0,-0.0,0.0
1842,11,L,Healthy,STEADY,732.0,1105.0,682.0,718.0,887.0,13.9,20.7,11.2,11.2,11.7,-0.837,-0.557,0.012,4.713,-2.296,1.583,-88.8,56.4,-33.6,-0.0,-0.0,0.0
1868,11,L,Healthy,STEADY,731.0,1106.0,685.0,715.0,889.0,13.5,21.3,12.5,10.0,12.5,-0.837,-0.553,0.013,4.218,-2.192,1.492,-88.7,56.5,-33.5,-0.0,-0.0,0.0
1894,11,L,Healthy,STEADY,731.0,1104.0,683.0,716.0,887.0,13.5,20.2,11.7,10.4,11.7,-0.837,-0.55,0.017,3.667,-1.906,1.515,-88.3,56.7,-33.3,-0.0,-0.0,0.0
1921,11,L,Healthy,STEADY,731.0,1105.0,683.0,717.0,888.0,13.5,20.7,11.7,10.8,12.1,-0.837,-0.55,0.017,3.239,-1.24,1.373,-88.2,56.7,-33.3,-0.0,-0.0,0.0
1947,11,L,Healthy,STEADY,731.0,1104.0,681.0,718.0,887.0,13.5,20.2,10.8,11.2,11.7,-0.835,-0.553,0.016,2.982,-0.517,1.059,-88.4,56.5,-33.5,-0.0,-0.0,0.0
1973,11,L,Healthy,STEADY,731.0,1105.0,682.0,717.0,889.0,13.5,20.7,11.2,10.8,12.5,-0.834,-0.557,0.014,3.17,-0.197,0.716,-88.6,56.3,-33.7,-0.0,-0.0,0.0
1999,11,L,Healthy,STEADY,732.0,1106.0,680.0,717.0,888.0,13.9,21.3,10.4,10.8,12.1,-0.835,-0.559,0.013,3.365,-0.104,0.382,-88.7,56.2,-33.8,-0.0,-0.0,0.0
2025,11,L,Healthy,STEADY,733.0,1104.0,681.0,714.0,888.0,14.4,20.2,10.8,9.6,12.1,-0.838,-0.56,0.01,3.604,0.163,-0.116,-88.9,56.3,-33.7,-0.0,-0.0,0.0
2051,11,L,Healthy,STEADY,733.0,1106.0,683.0,717.0,888.0,14.4,21.3,11.7,10.8,12.1,-0.839,-0.559,0.001,3.735,0.268,-0.574,-89.8,56.3,-33.7,-0.0,-0.0,0.0
2077,11,L,Healthy,STEADY,730.0,1107.0,681.0,717.0,887.0,13.0,21.9,10.8,10.8,11.7,-0.841,-0.556,-0.002,3.67,-0.084,-0.85,-90.2,56.5,-33.5,-0.0,-0.0,0.0
2103,11,L,Healthy,STEADY,731.0,1107.0,684.0,717.0,890.0,13.5,21.9,12.1,10.8,13.0,-0.839,-0.552,-0.003,3.599,-0.467,-1.364,-90.3,56.7,-33.3,-0.0,-0.0,0.0
2129,11,L,Healthy,STEADY,732.0,1106.0,682.0,718.0,887.0,13.9,21.3,11.2,11.2,11.7,-0.843,-0.553,-0.007,3.803,-1.099,-1.201,-90.7,56.7,-33.3,-0.0,-0.0,0.0
2155,11,L,Healthy,STEADY,731.0,1105.0,681.0,718.0,889.0,13.5,20.7,10.8,11.2,12.5,-0.84,-0.552,-0.009,3.494,-1.826,-1.184,-91.0,56.7,-33.3,-0.0,-0.0,0.0
2181,11,L,Healthy,STEADY,732.0,1105.0,682.0,715.0,890.0,13.9,20.7,11.2,10.0,13.0,-0.839,-0.549,-0.003,3.291,-2.28,-1.168,-90.3,56.8,-33.2,-0.0,-0.0,0.0
2207,11,L,Healthy,STEADY,732.0,1106.0,683.0,718.0,887.0,13.9,21.3,11.7,11.2,11.7,-0.84,-0.547,0.002,3.45,-2.478,-1.2,-89.8,56.9,-33.1,-0.0,-0.0,0.0
2234,11,L,Healthy,STEADY,730.0,1105.0,681.0,717.0,884.0,13.0,20.7,10.8,10.8,10.4,-0.844,-0.545,0.005,3.265,-1.913,-1.397,-89.5,57.1,-32.9,-0.0,-0.0,0.0
2260,11,L,Healthy,STEADY,730.0,1106.0,682.0,715.0,890.0,13.0,21.3,11.2,10.0,13.0,-0.847,-0.545,0.007,2.852,-1.102,-1.279,-89.3,57.3,-32.7,-0.0,-0.0,0.0
2286,11,L,Healthy,STEADY,732.0,1106.0,683.0,719.0,889.0,13.9,21.3,11.7,11.7,12.5,-0.845,-0.544,0.007,2.55,-0.607,-0.739,-89.2,57.2,-32.8,-0.0,-0.0,0.0
2312,11,L,Healthy,STEADY,732.0,1106.0,683.0,715.0,891.0,13.9,21.3,11.7,10.0,13.5,-0.84,-0.548,0.008,2.252,-0.123,-0.553,-89.2,56.9,-33.1,-0.0,-0.0,0.0
2338,11,L,Healthy,STEADY,732.0,1107.0,682.0,717.0,889.0,13.9,21.9,11.2,10.8,12.5,-0.836,-0.55,0.002,2.042,0.249,-0.614,-89.8,56.7,-33.3,-0.0,-0.0,0.0
2364,11,L,Healthy,STEADY,731.0,1105.0,681.0,717.0,888.0,13.5,20.7,10.8,10.8,12.1,-0.837,-0.554,-0.003,2.326,0.3,-0.941,-90.3,56.5,-33.5,-0.0,-0.0,0.0
2390,11,L,Healthy,STEADY,729.0,1105.0,682.0,717.0,886.0,12.5,20.7,11.2,10.8,11.2,-0.842,-0.555,-0.005,2.869,-0.425,-0.898,-90.5,56.6,-33.4,-0.0,-0.0,0.0
2416,11,L,Healthy,STEADY,732.0,1106.0,683.0,713.0,891.0,13.9,21.3,11.7,9.2,13.5,-0.845,-0.555,-0.009,3.655,-0.885,-0.454,-91.0,56.7,-33.3,-0.0,-0.0,0.0
2442,11,L,Healthy,STEADY,731.0,1106.0,680.0,716.0,889.0,13.5,21.3,10.4,10.4,12.5,-0.844,-0.552,-0.014,4.074,-1.337,0.001,-91.5,56.8,-33.2,-0.0,-0.0,0.0
2468,11,L,Healthy,STEADY,732.0,1105.0,682.0,715.0,888.0,13.9,20.7,11.2,10.0,12.1,-0.843,-0.549,-0.019,4.186,-1.532,0.2,-91.9,56.9,-33.1,-0.0,-0.0,0.0
2494,11,L,Healthy,STEADY,731.0,1105.0,682.0,716.0,887.0,13.5,20.7,11.2,10.4,11.7,-0.843,-0.545,-0.02,4.037,-2.165,0.419,-92.1,57.1,-32.9,-0.0,-0.0,0.0
2520,11,L,Healthy,STEADY,731.0,1107.0,682.0,717.0,885.0,13.5,21.9,11.2,10.8,10.8,-0.842,-0.54,-0.025,3.976,-2.166,0.508,-92.7,57.3,-32.7,-0.0,-0.0,0.0
2547,11,L,Healthy,STEADY,732.0,1107.0,681.0,716.0,888.0,13.9,21.9,10.8,10.4,12.1,-0.842,-0.535,-0.028,3.422,-2.885,0.325,-93.0,57.5,-32.4,-0.0,-0.0,0.0
2573,11,L,Healthy,STEADY,732.0,1106.0,683.0,716.0,888.0,13.9,21.3,11.7,10.4,12.1,-0.843,-0.53,-0.031,2.205,-3.14,-0.044,-93.3,57.8,-32.2,-0.0,-0.0,0.0
2599,11,L,Healthy,STEADY,731.0,1105.0,682.0,716.0,889.0,13.5,20.7,11.2,10.4,12.5,-0.845,-0.53,-0.024,0.883,-3.225,-0.423,-92.6,57.9,-32.1,-0.0,-0.0,0.0
2625,11,L,Healthy,STEADY,732.0,1105.0,682.0,717.0,888.0,13.9,20.7,11.2,10.8,12.1,-0.846,-0.533,-0.025,-0.64,-1.788,-0.689,-92.6,57.8,-32.2,-0.0,-0.0,0.0
2651,11,L,Healthy,STEADY,732.0,1107.0,682.0,717.0,888.0,13.9,21.9,11.2,10.8,12.1,-0.85,-0.538,-0.023,-2.002,-1.11,-0.336,-92.4,57.7,-32.3,-0.0,-0.0,0.0
2677,11,L,Healthy,STEADY,732.0,1105.0,682.0,716.0,887.0,13.9,20.7,11.2,10.4,11.7,-0.846,-0.539,-0.017,-3.147,-0.996,-0.24,-91.8,57.5,-32.5,-0.0,-0.0,0.0
2703,11,L,Healthy,STEADY,732.0,1107.0,680.0,718.0,886.0,13.9,21.9,10.4,11.2,11.2,-0.848,-0.543,-0.012,-3.378,-1.009,0.074,-91.2,57.4,-32.6,-0.0,-0.0,0.0
2729,11,L,Healthy,STEADY,731.0,1105.0,681.0,717.0,888.0,13.5,20.7,10.8,10.8,12.1,-0.844,-0.545,-0.007,-2.758,-1.635,0.748,-90.8,57.1,-32.9,-0.0,-0.0,0.0
2755,11,L,Healthy,STEADY,733.0,1106.0,682.0,716.0,888.0,14.4,21.3,11.2,10.4,12.1,-0.841,-0.544,-0.009,-1.942,-1.209,1.334,-91.0,57.1,-32.9,-0.0,-0.0,0.0
2781,11,L,Healthy,STEADY,732.0,1105.0,679.0,716.0,888.0,13.9,20.7,10.0,10.4,12.1,-0.839,-0.539,-0.012,-1.914,-0.883,1.522,-91.3,57.3,-32.7,-0.0,-0.0,0.0
2807,11,L,Healthy,STEADY,733.0,1106.0,680.0,716.0,887.0,14.4,21.3,10.4,10.4,11.7,-0.842,-0.536,-0.013,-2.818,-0.273,1.415,-91.4,57.5,-32.5,-0.0,-0.0,0.0
2833,11,L,Healthy,STEADY,732.0,1106.0,681.0,718.0,891.0,13.9,21.3,10.8,11.2,13.5,-0.847,-0.538,-0.008,-3.493,-1.317,1.596,-90.8,57.6,-32.4,-0.0,-0.0,0.0
2860,11,L,Healthy,STEADY,732.0,1105.0,680.0,717.0,888.0,13.9,20.7,10.4,10.8,12.1,-0.848,-0.541,-0.007,-4.107,-1.214,2.264,-90.7,57.5,-32.5,-0.0,-0.0,0.0
2886,11,L,Healthy,STEADY,732.0,1104.0,681.0,716.0,889.0,13.9,20.2,10.8,10.4,12.5,-0.844,-0.543,-0.004,-3.77,-1.179,3.027,-90.5,57.2,-32.8,-0.0,-0.0,0.0
2912,11,L,Healthy,STEADY,732.0,1104.0,681.0,715.0,885.0,13.9,20.2,10.8,10.0,10.8,-0.84,-0.546,-0.003,-3.651,-1.171,2.808,-90.3,57.0,-33.0,-0.0,-0.0,0.0
2938,11,L,Healthy,STEADY,733.0,1105.0,681.0,716.0,888.0,14.4,20.7,10.8,10.4,12.1,-0.839,-0.549,0.004,-3.26,-0.877,2.231,-89.6,56.8,-33.2,-0.0,-0.0,0.0
2964,11,L,Healthy,STEADY,731.0,1105.0,682.0,716.0,888.0,13.5,20.7,11.2,10.4,12.1,-0.841,-0.55,0.006,-2.646,-0.673,2.417,-89.4,56.8,-33.2,-0.0,-0.0,0.0
2990,11,L,Healthy,STEADY,731.0,1105.0,680.0,715.0,887.0,13.5,20.7,10.4,10.0,11.7,-0.838,-0.552,0.008,-2.146,-0.114,2.68,-89.2,56.6,-33.4,-0.0,-0.0,0.0
3016,11,L,Healthy,STEADY,733.0,1107.0,680.0,716.0,891.0,14.4,21.9,10.4,10.4,13.5,-0.837,-0.556,0.006,-1.495,0.408,2.431,-89.3,56.4,-33.6,-0.0,-0.0,0.0
3042,11,L,Healthy,STEADY,732.0,1105.0,680.0,715.0,888.0,13.9,20.7,10.4,10.0,12.1,-0.837,-0.56,0.008,-0.204,-0.119,2.128,-89.2,56.2,-33.8,-0.0,-0.0,0.0
3068,11,L,Healthy,STEADY,731.0,1105.0,680.0,716.0,887.0,13.5,20.7,10.4,10.4,11.7,-0.837,-0.56,0.008,1.327,-0.133,1.647,-89.1,56.2,-33.8,-0.0,-0.0,0.0
3094,11,L,Healthy,STEADY,730.0,1104.0,680.0,715.0,885.0,13.0,20.2,10.4,10.0,10.8,-0.836,-0.557,0.007,2.581,0.055,1.286,-89.3,56.3,-33.7,-0.0,-0.0,0.0
3120,11,L,Healthy,STEADY,734.0,1104.0,680.0,716.0,889.0,14.9,20.2,10.4,10.4,12.5,-0.835,-0.554,0.007,3.785,0.597,1.175,-89.3,56.4,-33.6,-0.0,-0.0,0.0
3146,11,L,Healthy,STEADY,733.0,1105.0,680.0,718.0,888.0,14.4,20.7,10.4,11.2,12.1,-0.833,-0.552,0.0,4.674,1.479,1.203,-90.0,56.5,-33.5,-0.0,-0.0,0.0
3173,11,L,Healthy,STEADY,732.0,1105.0,680.0,716.0,889.0,13.9,20.7,10.4,10.4,12.5,-0.836,-0.551,-0.005,4.968,2.137,1.039,-90.5,56.6,-33.4,-0.0,-0.0,0.0
