Timestamp,Age,Hand,Status,Movement,Thumb,Index,Middle,Ring,Pinky,AngleThumb,AngleIndex,AngleMiddle,AngleRing,AnglePinky,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,AbductionAngle,RotationAngle,MovementMagnitude
10372,15,L,Moderate,FLEXION,510.29003913565344,835.1154540789394,518.4102434039025,491.62230957110614,623.0010736681913,3.2061441065981438,4.027235322452288,3.3675554200073043,3.9665686705129755,6.157118559119205,-0.319,-0.144,-0.918,-2.829479786154903,-0.6534234035776345,-2.937092955679916,-171.1,19.0,-24.2,-0.0,-0.0,0.0
10398,15,L,Moderate,FLEXION,562.8850423630496,776.0348566439036,525.3538410225423,487.7607165426869,712.1489180687281,2.560340535334843,2.661651571513551,4.924898351975856,4.399231203360378,3.810419972202229,-0.309,-0.143,-0.921,-2.1543790694540217,-4.569205764197499,-5.046790164331272,-171.2,18.3,-24.9,-0.0,-0.0,0.0
10424,15,L,Moderate,FLEXION,537.8590633133684,872.4496571546409,519.0449029468233,503.4724174998456,642.5117927952383,-1.1458579581658461,3.5782373241925347,7.728946659192088,4.1252350546884164,7.267046621647874,-0.312,-0.145,-0.924,-2.2478183820855175,-2.449341135741507,-2.1662771640049,-171.1,18.4,-25.0,-0.0,-0.0,0.0
10450,15,L,Moderate,FLEXION,474.8954730490137,895.4997883546658,471.85669490200326,476.7299690532165,667.9936800058064,1.2240383667165693,5.718228713102788,4.114119842417525,6.567807752017154,3.9470229654357043,-0.307,-0.142,-0.94,-5.344843761757818,-1.022481622376925,-9.013334403907557,-171.4,17.9,-24.8,-0.0,-0.0,0.0
10476,15,L,Moderate,FLEXION,487.1874197294461,855.2070199906927,527.7113460047268,583.6119415030902,683.6064700148819,0.8591583422248368,6.993988743163795,5.302207360914539,5.477999951453022,6.888278536260239,-0.349,-0.151,-0.928,-8.53129636517846,-5.384694891913669,-12.993876240866122,-170.8,20.4,-23.3,-0.0,-0.0,0.0
10502,15,L,Moderate,FLEXION,482.8676426143756,778.181966622883,526.825231498145,534.2798070986431,673.0394581015464,1.7563081370857716,6.372219030587966,4.921742093926361,3.139447835919915,8.411774309929449,-0.344,-0.145,-0.928,-11.018930576559686,-3.7474472962310443,-14.117598438546427,-171.1,20.1,-22.9,-0.0,-0.0,0.0
10528,15,L,Moderate,FLEXION,572.6156169844969,817.4814719157628,448.2702158586533,521.253767259554,701.6656684295249,1.1570973207573303,5.18298775934476,6.202880583878889,5.978484974831121,8.53957254751759,-0.331,-0.152,-0.931,-8.664660295543161,-3.0208925222994667,-19.671360929986836,-170.7,19.3,-24.7,-0.0,-0.0,0.0
10554,15,L,Moderate,FLEXION,463.26403264114214,847.7323763147884,503.0860474461485,497.203314308378,647.5802498302515,1.7886108334997213,2.512832219448758,4.850286221127663,8.14641913872746,6.8331901525826275,-0.313,-0.155,-0.94,-14.316893171786948,-3.3095145647441893,-16.599511133452687,-170.6,18.2,-26.4,-0.0,-0.0,0.0
10580,15,L,Moderate,FLEXION,464.44950485978995,885.917946582018,511.36078093389654,562.1083911498943,672.2820163844934,1.7721958022121291,6.525931220626255,5.334025525870846,8.111065442655073,6.198672022690536,-0.31,-0.168,-0.944,-14.926984464672875,-3.3053041285959157,-25.435125005661337,-169.9,17.9,-28.4,-0.0,-0.0,0.0
10606,15,L,Moderate,FLEXION,561.8784578992869,887.1634850308977,473.1556352462973,482.83178907693974,651.4802125678144,2.9635994004350232,8.520533279708502,5.1271536481723325,11.679939363750865,5.368509250305204,-0.293,-0.16,-0.932,-18.484839371966537,-5.618339025460845,-32.568273476475746,-170.3,17.2,-28.6,-0.0,-0.0,0.0
16,15,L,Moderate,EXTENSION,561.1405683640722,801.2813971296143,450.59112066826384,463.1449898519191,708.8689580736049,-2.0892706287683813,2.993386330274566,-1.0175149928183254,-0.9976295976403725,-0.3232991903134482,-0.695,-0.373,-0.566,6.936182969880573,-3.056352390972578,1.502615307238083,-146.7,45.7,-28.2,-0.0,-0.0,0.0
43,15,L,Moderate,EXTENSION,547.4854713848754,816.6247269810835,473.0845638471763,570.7417981259629,682.2880705756323,2.117053131912579,2.606735781404951,-0.6550883295732753,-2.3629511449425835,-2.7848437220574493,-0.641,-0.417,-0.592,7.26269450040417,-0.12436612346367143,0.7768937849712918,-144.9,41.5,-33.0,-0.0,-0.0,0.0
69,15,L,Moderate,EXTENSION,541.7777433007543,800.8117552954212,554.2860244481267,571.3815798155298,680.1523347880014,0.8475399632614039,2.1743820958853943,1.4578170712054273,1.3496605594232949,-0.21987913679802443,-0.594,-0.453,-0.612,5.072084480120341,3.4050099532265765,1.7739967832817185,-143.5,38.0,-37.3,-0.0,-0.0,0.0
95,15,L,Moderate,EXTENSION,541.5498088851342,757.3508915605482,497.58225801701985,504.516019278935,590.3159500885954,3.1502636103952493,1.5857918622604832,1.73198634059084,2.3416520239437753,-1.6926192097956532,-0.564,-0.48,-0.625,4.6634785457022625,1.4867949300031493,0.6939138042820469,-142.5,35.6,-40.4,-0.0,-0.0,0.0
121,15,L,Moderate,EXTENSION,457.63856282443356,893.9399484749457,550.75282243501,575.4091722661416,719.7027469346098,1.3340160711225595,1.2350738759927735,-0.9794100816746226,1.8690808265216294,0.0462377206696892,-0.538,-0.503,-0.637,4.315831198038424,0.14209473591871402,2.504182677203687,-141.7,33.5,-43.1,-0.0,-0.0,0.0
147,15,L,Moderate,EXTENSION,519.6868043227133,847.9921199350584,550.4735482832923,467.2951968508301,614.5520782405151,-2.989513074368731,1.353730979362521,3.1599082069952695,1.9030743878338876,-0.5150472029973194,-0.514,-0.524,-0.646,2.450598026182515,0.587027999155701,1.5338159561654163,-141.0,31.7,-45.5,-0.0,-0.0,0.0
173,15,L,Moderate,EXTENSION,507.94030617798467,866.022928757387,489.8246032195093,537.347789299708,665.0807441881493,-0.5222143273099366,3.2631650593958534,0.16843749002701586,1.0016464182453173,1.3108801605702511,-0.491,-0.54,-0.653,4.390713640685535,3.9520748734482485,0.21405752825585533,-140.4,30.1,-47.8,-0.0,-0.0,0.0
199,15,L,Moderate,EXTENSION,522.7769230255861,738.7058189134212,490.8952440490815,471.13281221928804,694.5228828152116,0.8366859092363168,4.5932922901284226,1.186806907563724,1.7944233972427255,-0.6234234022626757,-0.48,-0.551,-0.658,2.787971255567644,2.8366348134626134,1.3449059891048911,-140.1,29.2,-48.9,-0.0,-0.0,0.0
225,15,L,Moderate,EXTENSION,491.87896803165245,716.9720602769002,439.76547297821133,553.4658164386426,657.2187554059257,1.4424450017384942,3.319950036959655,-0.6498722759458267,-0.5598936030610109,0.5277326532250846,-0.465,-0.558,-0.661,2.7366308016023426,2.997319231812501,-2.5934924017834664,-139.8,28.3,-50.2,-0.0,-0.0,0.0
251,15,L,Moderate,EXTENSION,500.39768053341,850.6345435712102,502.00914252139495,575.6749609423576,603.4262473766913,0.09011373896662633,5.0082972571323765,0.4867707012059348,-1.7701658490450294,1.1834509643310216,-0.457,-0.563,-0.663,4.972661400872223,7.667037222750517,0.965301849598764,-139.6,27.7,-50.9,-0.0,-0.0,0.0
277,15,L,Moderate,EXTENSION,480.97826299975225,817.8049556708094,498.2732318216866,529.151774167615,650.739840200606,-2.3788496989099497,4.492900012317698,-3.842244606265529,-0.2036676515639162,2.3694395183655055,-0.454,-0.568,-0.667,6.3197943198129405,8.318306517857042,-3.7603623239990482,-139.6,27.4,-51.3,-0.0,-0.0,0.0
303,15,L,Moderate,EXTENSION,491.4295388639917,902.7318996038607,535.8303574255347,507.59147414063386,624.4565006278742,-0.24119996553805623,2.55926131017502,2.116867301540769,0.8289833378540987,-1.4094214024884728,-0.452,-0.573,-0.672,4.554015787111208,8.851102999432332,-4.4651384237532215,-139.6,27.1,-51.7,-0.0,-0.0,0.0
329,15,L,Moderate,EXTENSION,493.9907072716969,836.1820338630225,534.8620509967401,486.1892551027528,670.3540133471098,1.9408467085752386,2.9899961444413568,-0.36533507636793694,1.3487911557220853,0.6948196281049669,-0.461,-0.575,-0.672,6.533079790826046,14.346714766253557,-4.170449403599154,-139.4,27.6,-51.3,-0.0,-0.0,0.0
356,15,L,Moderate,EXTENSION,548.4515723072468,788.2177437464527,495.7760752710666,578.1686991804476,617.621697584613,0.9955831750014306,2.9422955599677896,2.721043663772411,0.06533381625043985,-3.5676753886620474,-0.47,-0.576,-0.675,7.737988725104241,16.032634585282675,-8.41987424844779,-139.5,27.9,-50.8,-0.0,-0.0,0.0
382,15,L,Moderate,EXTENSION,519.5087550005054,802.7351817782538,463.68758135197766,516.431058358996,683.0835726500585,-0.03789816987244282,1.2790484153426764,-0.19019764776567416,-2.065198699748744,-1.0001981008343368,-0.476,-0.576,-0.679,7.589245636626899,19.095255289247675,-10.559033856490235,-139.7,28.1,-50.5,-0.0,-0.0,0.0
408,15,L,Moderate,EXTENSION,492.17077876207287,861.2268880123015,527.5199525607727,569.2080596993071,609.9209292047531,-1.5379041410617087,3.11123265687162,2.780229732208955,1.1788383866233172,1.7501743280724547,-0.488,-0.572,-0.681,6.294415005143147,23.091494579270524,-13.342354726845935,-140.0,28.7,-49.5,-0.0,-0.0,0.0
434,15,L,Moderate,EXTENSION,561.708908748707,715.9873016003263,463.35530832907773,510.00502424813624,580.5906697032399,0.07193154475222646,2.6859787012079908,1.5235157498610883,1.3625032312659369,0.6573011110820791,-0.496,-0.569,-0.68,11.28036472429028,22.12556000617071,-14.209705631006576,-140.0,29.2,-48.9,-0.0,-0.0,0.0
460,15,L,Moderate,EXTENSION,501.72331998097803,763.0105541997677,538.4511697522436,573.6231763654414,589.7695834155098,-1.7689187995495588,3.2374971058620567,2.4650238241891667,-0.9659369735574548,1.6968594101746872,-0.491,-0.566,-0.674,12.577382801210385,28.912646097101245,-19.476385334975532,-140.0,29.2,-49.0,-0.0,-0.0,0.0
486,15,L,Moderate,EXTENSION,502.36539823445816,856.9376056369355,504.7877355354573,502.7093183140648,573.3384011081047,0.29751858404711695,4.0768010919115785,0.6407652876766446,-0.5913160905802302,1.7812945208173714,-0.523,-0.55,-0.648,10.693484537519607,40.602463803678134,-20.863092885445884,-139.7,31.6,-46.4,-0.0,-0.0,0.0
512,15,L,Moderate,EXTENSION,529.0015101498608,788.450649820035,554.9718613338794,525.9325769144829,695.5436098904057,3.6099418874066806,5.332944387325464,1.7854129856484962,1.9197655818908106,-0.9863965151854316,-0.543,-0.549,-0.647,11.351161650417588,31.80985577780967,-19.02563535308829,-139.7,32.6,-45.3,-0.0,-0.0,0.0
538,15,L,Moderate,EXTENSION,495.75250396510154,853.3780182362713,562.5379286457575,532.9537499752936,728.4218957374405,-0.47903375425723554,4.6779177395283495,0.15209041822478198,0.4262107988109196,1.0335274134258523,-0.541,-0.539,-0.647,10.292071664117996,22.94378773563962,-15.642858478852316,-140.2,32.7,-44.9,-0.0,-0.0,0.0
564,15,L,Moderate,EXTENSION,478.9196024591845,735.4044925722166,503.23715804586027,556.0086998053832,692.9667261400946,-1.4074957353830748,4.845162783247507,2.264535206453969,2.3279011687865094,0.4315756138348805,-0.527,-0.531,-0.645,11.679184254642466,21.144058335840416,-17.319558517241767,-140.6,32.3,-45.2,-0.0,-0.0,0.0
590,15,L,Moderate,EXTENSION,493.8594597889084,856.117100496213,517.2416981654828,566.0370873788721,689.3268736705027,0.968597459775806,2.0276229418473877,2.632027424265094,-1.2657377451442038,-1.7781781861311676,-0.519,-0.519,-0.634,15.128802921247075,26.238404413614774,-22.296047818722855,-140.7,32.4,-45.0,-0.0,-0.0,0.0
616,15,L,Moderate,EXTENSION,521.4280417869278,742.9594653473715,531.3390430417184,528.0885948740678,637.5814477244991,-1.6763793326175818,3.0885830042509532,2.151728769028663,-1.2385312322430098,-1.05103339031171,-0.555,-0.511,-0.63,10.71770211848745,30.68412744644334,-23.848572260307602,-141.0,34.4,-42.6,-0.0,-0.0,0.0
642,15,L,Moderate,EXTENSION,552.2095467317093,855.6412195238782,527.8080763405608,485.0659030073168,657.6244093151754,0.6114855055390134,4.105011693379146,0.35924424880715566,1.3245775176942087,1.1883968761428965,-0.559,-0.501,-0.63,9.069948042432584,18.463519110239133,-17.196912428447124,-141.5,34.8,-41.9,-0.0,-0.0,0.0
669,15,L,Moderate,EXTENSION,546.8816937224561,860.6998836156446,550.961763701502,562.3306726357814,645.5525811634161,-4.242415330441155,2.808940644864576,-1.3174295458053735,-0.6542788501034027,-0.14474961386505966,-0.556,-0.493,-0.633,11.942907221706896,11.65167757401531,-10.931528104049855,-142.1,34.7,-41.6,-0.0,-0.0,0.0
695,15,L,Moderate,EXTENSION,548.3824676537542,810.3617063879458,491.6944582408719,491.3102510207147,612.8678996555012,0.4395463999203496,2.923808831773855,0.9753615423010815,3.018145760862165,0.11513676986940798,-0.554,-0.48,-0.625,3.6638210075839552,10.889768575078085,-16.38202502259924,-142.4,35.1,-40.9,-0.0,-0.0,0.0
721,15,L,Moderate,EXTENSION,492.2402436551678,808.9777638179694,460.5053452625229,507.6968119937775,629.1015442421372,0.3556543956167675,6.645937712484782,0.14086862963198432,1.178331169636355,-0.0762014623107003,-0.576,-0.478,-0.629,9.894876180085209,8.500876469722655,-15.231277690075403,-142.8,36.1,-39.7,-0.0,-0.0,0.0
747,15,L,Moderate,EXTENSION,523.0010503360302,884.809240071262,506.6254521277194,563.8336732786776,620.1226462431897,0.20947719055593927,1.3683923382028262,1.9552874739683623,0.21985903086912678,1.1819171543971096,-0.581,-0.467,-0.636,7.56196941689436,2.348636711720598,-16.158988010249963,-143.7,36.4,-38.8,-0.0,-0.0,0.0
773,15,L,Moderate,EXTENSION,513.646825930374,849.0885972688106,525.4602479117062,520.0214803427945,625.1497116479178,0.8336078425928668,3.3096183752185944,-0.21806509586308354,0.7642821424045712,0.7655621485899248,-0.58,-0.456,-0.638,4.419558067151296,-1.4140203752281382,-19.093245295920138,-144.5,36.5,-38.2,-0.0,-0.0,0.0
799,15,L,Moderate,EXTENSION,471.8245464636465,781.6745396857459,454.74995729292255,565.915946104722,610.1816926732151,-1.8243516472294097,1.4568295905340325,1.6229456256810364,3.38329385145877,3.161047645700061,-0.602,-0.45,-0.632,5.0178822266919125,-3.196779679854873,-22.12382939870643,-144.5,37.8,-36.8,-0.0,-0.0,0.0
825,15,L,Moderate,EXTENSION,560.5562099930354,784.7624855883632,546.0483063042432,550.4346080232174,661.3755825843249,-0.054630486560149905,1.9630347858256074,-0.5757319572887725,-0.8555718939056952,0.5439227611998203,-0.617,-0.444,-0.638,3.8990208174978154,0.06894122791636903,-21.63657440298235,-145.2,38.4,-35.8,-0.0,-0.0,0.0
851,15,L,Moderate,EXTENSION,436.64342938971515,785.8857746094344,451.94172767902603,549.9204750283646,664.4904732669863,-2.1085740872988517,2.9486397089264043,0.3458960764397969,3.6031809519065945,-1.210700046532767,-0.61,-0.439,-0.644,5.405480636640838,-1.7386869803661302,-18.66709373080642,-145.7,38.1,-35.7,-0.0,-0.0,0.0
877,15,L,Moderate,EXTENSION,484.61865513245294,790.836056580932,556.395606381468,489.3414275990504,696.0832729194598,0.7611899036525488,3.4386029337798067,1.2524188568565613,-1.6191617780552727,-1.21786575828053,-0.602,-0.436,-0.637,3.100525173907692,-3.67110246355589,-18.177161939422636,-145.6,37.9,-36.0,-0.0,-0.0,0.0
903,15,L,Moderate,EXTENSION,461.8894053129555,810.5682488370634,488.30751617654926,560.4878658330211,691.7251105026862,-0.25842645455190194,1.8534368503343415,2.9542528492318914,-0.04958485005792851,-1.5801391056274077,-0.613,-0.431,-0.637,1.995805371565809,-2.6454341026407815,-22.420944174190428,-146.0,38.5,-35.1,-0.0,-0.0,0.0
929,15,L,Moderate,EXTENSION,521.870561303602,866.8984908761588,475.547762989481,547.5018183128296,710.9795260828578,1.7925348743123324,3.696490124005149,2.899474778237778,-0.21368321380752944,2.6023376349080207,-0.57,-0.409,-0.627,0.3953398586631811,-1.2536107261318636,-20.066156508818455,-146.9,37.3,-35.7,-0.0,-0.0,0.0
955,15,L,Moderate,EXTENSION,522.5112564543485,791.6705730273515,490.6779146481358,485.72417363004814,638.0329316816673,2.1370725924680323,4.447420358549152,0.7729294458956363,2.4513442020225207,0.7232722414677512,-0.581,-0.408,-0.633,-1.772767574595234,-5.559039008747952,-17.749247598980915,-147.2,37.7,-35.1,-0.0,-0.0,0.0
982,15,L,Moderate,EXTENSION,490.63809267284876,888.4625398395947,461.8595530800482,591.9401347398425,680.9842849690076,-1.147361510916655,1.3757173520604957,1.4099777937813975,0.47829737034941,-1.5181926936569763,-0.594,-0.396,-0.633,-0.21043625249491665,-2.299236567212533,-16.932721539556304,-147.9,38.5,-33.7,-0.0,-0.0,0.0
1008,15,L,Moderate,EXTENSION,477.7539260806981,845.2622008462395,476.89684488814015,571.5302105859246,682.7002154762403,1.3853089871235196,1.0415020331498956,-1.6907614698079236,-0.6222323618777066,1.5233047900891084,-0.615,-0.396,-0.643,-1.947500416337747,-2.986084271843649,-17.859275366163967,-148.3,39.2,-32.8,-0.0,-0.0,0.0
1034,15,L,Moderate,EXTENSION,479.78302147103756,751.1971067943986,531.1874214225351,496.4263974176945,641.569221506641,-0.5799033509314533,6.339137858198074,4.267731927526063,0.4007789117804254,0.7283986859403502,-0.62,-0.396,-0.649,0.07995401046485728,-7.794452927127817,-14.01650381113951,-148.6,39.2,-32.5,-0.0,-0.0,0.0
1060,15,L,Moderate,EXTENSION,494.4208499536676,760.6030317301825,478.12339810240115,509.0004918428306,666.116328206523,1.329727341777502,2.2715679937957787,1.2908552812856837,-0.2427190796337182,0.34145538718245794,-0.62,-0.403,-0.651,-0.68974418169695,-5.676001201867753,-11.66684192345393,-148.3,39.0,-33.0,-0.0,-0.0,0.0
1086,15,L,Moderate,EXTENSION,490.1714960346071,767.2645391366452,539.3798363661948,494.001929269586,720.6814261210332,-1.3730555382936969,3.0936998981768213,1.2781556274240908,-1.2761467581729302,2.3824033482981974,-0.627,-0.405,-0.654,-2.748837683803062,-7.387274648424478,-10.33264098936334,-148.2,39.2,-32.8,-0.0,-0.0,0.0
1112,15,L,Moderate,EXTENSION,544.2932335791581,808.0415595636947,461.3052621825837,510.7826114338191,695.5453890296733,-0.07406976203841484,3.940058896260197,0.20916207286028243,2.010820325206458,0.5025554129914253,-0.633,-0.407,-0.658,-2.468073144872379,-8.495656855795561,-8.613671864789438,-148.3,39.3,-32.7,-0.0,-0.0,0.0
1138,15,L,Moderate,EXTENSION,556.1964324346818,841.6480583647553,502.27884214910824,486.7096515398535,685.8970664176761,1.5378584085470854,3.6350192563302617,1.6626389763164386,2.6593143960615886,-0.20793956241445172,-0.638,-0.401,-0.66,-3.1811335967337833,-5.590285568329838,-8.737748996617114,-148.7,39.6,-32.1,-0.0,-0.0,0.0
1164,15,L,Moderate,EXTENSION,515.7212224976319,839.5070816250923,556.4480660825169,477.11873787223226,702.051197224401,-0.44282802869204163,3.615922148230941,1.9784122620794888,1.1387037515755125,1.2556856546631787,-0.635,-0.404,-0.66,-2.0776369327729047,-5.28851472277964,-7.17005203645371,-148.5,39.4,-32.5,-0.0,-0.0,0.0
1190,15,L,Moderate,EXTENSION,486.1647347248946,816.482714505837,526.5426250717954,527.4739766743015,657.982918420299,2.095223236190935,1.648904805635874,-0.006935260671547705,-0.9868557402149298,0.6972174580027053,-0.634,-0.41,-0.664,-2.102578275591405,-5.463883079740086,-0.4290549481022712,-148.3,39.1,-32.9,-0.0,-0.0,0.0
1216,15,L,Moderate,EXTENSION,494.8679978610206,767.6901626571745,519.3425410756809,502.79535593299454,723.2977858062345,4.329378744690858,6.404441315414071,0.35833825700543775,-2.179865426385531,-0.36695420991598476,-0.632,-0.408,-0.665,-2.8369188276274,-3.33334880335466,-2.837201716473789,-148.5,39.0,-32.8,-0.0,-0.0,0.0
1242,15,L,Moderate,EXTENSION,501.31677517433064,895.4942316678007,483.79702377816733,556.4291470220194,675.0970861224151,-2.2578386151507086,1.6431749259596677,2.004390962471237,0.49263941014519796,0.16056755054702315,-0.63,-0.409,-0.663,-0.7487115501821495,-2.2673498279412123,-1.9487883564004609,-148.3,38.9,-33.0,-0.0,-0.0,0.0
1268,15,L,Moderate,EXTENSION,539.373548477565,791.2098027369669,434.3679926398535,591.3473584874961,623.0088021801922,2.8169737517503015,2.2055670462787322,-0.2639176649470749,0.6972032068081738,1.9932033670854699,-0.628,-0.413,-0.664,-0.34695719192019003,-3.932253805742917,-2.8151740143637958,-148.1,38.8,-33.3,-0.0,-0.0,0.0
1295,15,L,Moderate,EXTENSION,467.14093323832736,829.3092435567538,484.1828971157155,565.0969426836779,660.1971173290303,1.4736472077769303,0.4609259642846486,1.5337130181351744,-0.24869673650259722,0.6137393530420248,-0.617,-0.416,-0.663,1.4491429575551444,-3.5376969741587945,-1.5369295697595113,-147.9,38.3,-34.0,-0.0,-0.0,0.0
1321,15,L,Moderate,EXTENSION,533.3875700150406,792.812834932193,443.41505333018836,507.8227933228017,593.4163634012042,0.8846898232616809,3.517372428120143,0.21319186630740206,1.6794674191091825,-1.5379100337400418,-0.631,-0.398,-0.652,0.4887966419571773,-3.6846333373276954,-0.16518019470023754,-148.6,39.6,-32.2,-0.0,-0.0,0.0
1347,15,L,Moderate,EXTENSION,558.2941371416471,754.5640749141953,464.504715981046,525.0402973084788,615.363738500183,2.4198942399356858,0.3513079773772061,-1.417852312853114,0.3368935476318677,0.5788496545042436,-0.626,-0.4,-0.653,0.21535843975782964,-3.657144590971444,-1.1187074718936911,-148.5,39.2,-32.6,-0.0,-0.0,0.0
1373,15,L,Moderate,EXTENSION,527.9141811435211,771.9216525882956,460.73702609112104,562.9152619983012,597.187411540833,2.660955711967447,3.061532378141439,-1.8012166117582575,0.9345938799525935,-0.0027166508502638465,-0.626,-0.406,-0.658,1.4671077131924084,1.5383995218859174,1.970801860565697,-148.3,39.0,-33.0,-0.0,-0.0,0.0
1399,15,L,Moderate,EXTENSION,508.21618848990147,803.8923371312455,517.7618970394823,504.22812661960774,697.4824273741094,-1.736241196276973,2.562243777085862,4.210674137641268,1.42394257632203,1.55810358278385,-0.625,-0.408,-0.66,0.20327830510418987,-1.0390865139543362,-0.17588446069647312,-148.3,38.8,-33.2,-0.0,-0.0,0.0
18066,15,L,Moderate,EXTENSION,504.7363154195713,862.3530573047241,502.891861568943,3067.5115552889124,646.4741926609597,4.473434452909685,6.755658107618379,6.491361603072008,109.60685520100144,2.476313761254415,-0.699,-0.435,-0.569,-4.465540729905265,28.33771726730173,19.154685495136526,-142.6,44.3,-31.9,-0.0,-0.0,0.0
18092,15,L,Moderate,EXTENSION,487.5403817639265,908.4601259019835,550.7893595392644,3065.048349677796,643.174502878439,2.581087712767976,6.299245983874371,1.787708812249683,122.16716703423896,3.597197340941663,-0.701,-0.441,-0.565,-7.042929933983601,27.255650707006485,18.499047406175848,-142.1,44.4,-32.1,-0.0,-0.0,0.0
18118,15,L,Moderate,EXTENSION,580.118097481971,856.8940868782663,502.7989191561976,2726.381412172817,592.2734067647361,2.9064647435225273,3.7410165435296223,2.667403156744199,107.42836632692239,4.547624167430998,-0.695,-0.44,-0.559,-6.545458786967434,27.75344220863899,16.108692168209018,-141.8,44.3,-32.3,-0.0,-0.0,0.0
18144,15,L,Moderate,EXTENSION,521.848918930732,847.2447776874698,488.36878536747935,2696.395813930778,690.6642218578814,2.440071758032757,5.424522471081803,3.2838962677618757,102.75382175504382,2.099893267692907,-0.702,-0.452,-0.547,-6.421504682957403,22.4366631734959,12.279280002798387,-140.4,44.7,-32.8,-0.0,-0.0,0.0
18170,15,L,Moderate,EXTENSION,521.3215903760955,782.6356122395448,555.3511479541576,2778.290623732575,672.9077883640639,3.9525420983631316,4.043727625806765,2.2447281923136755,103.13681824086328,3.499900739274336,-0.691,-0.452,-0.531,-4.79973115332981,22.011754459461784,13.486376963805093,-139.6,44.8,-33.2,-0.0,-0.0,0.0
18197,15,L,Moderate,EXTENSION,584.57756248784,849.2532392673814,489.94487375890026,2969.550661883759,632.876982676652,5.0543276756338855,5.839179626773807,4.685458745627512,111.04987196632962,5.426314209736798,-0.689,-0.45,-0.522,-3.0067758436221736,24.308672294843742,5.492709219277389,-139.3,45.0,-33.1,-0.0,-0.0,0.0
18223,15,L,Moderate,EXTENSION,490.23001618976383,814.0104723417819,548.2542478617081,2926.002661702723,659.6597382467734,5.055301277145701,5.977500685261173,1.6407230512917987,115.49765256835057,5.957626868835842,-0.697,-0.458,-0.532,-5.30969170260807,25.602320933789358,3.333053100394031,-139.3,44.8,-33.3,-0.0,-0.0,0.0
18249,15,L,Moderate,EXTENSION,575.460077276628,788.1929806576643,552.2681045078632,3044.3428438588917,710.7170970702651,2.268666548695071,5.288110467179785,2.581124382961596,111.50099936356688,1.6580790729075296,-0.708,-0.469,-0.526,-2.298521932036383,22.23552669431119,-0.7090321433999218,-138.3,45.1,-33.5,-0.0,-0.0,0.0
18275,15,L,Moderate,EXTENSION,501.6840099432031,784.4858302889403,538.7685342617523,3151.4432314301343,658.1531419209898,3.0469545824258724,1.6169252055752894,4.035237044662393,109.35384610506934,3.4634843352921916,-0.717,-0.474,-0.496,-3.326429111704383,19.083498259465454,2.993010529818229,-136.3,46.3,-33.5,-0.0,-0.0,0.0
18301,15,L,Moderate,EXTENSION,588.7578920883703,888.7929257814319,476.8045037084754,3240.2655509290894,685.8447677446258,2.1641350648121778,6.027762085893038,2.284384022702093,101.97474093616556,0.25009959755232947,-0.716,-0.468,-0.483,-4.135999233156523,22.510130058511912,0.7469119440889914,-135.9,46.8,-33.2,-0.0,-0.0,0.0
18327,15,L,Moderate,EXTENSION,505.3309574507437,786.7764795522385,512.3266015410876,2875.8092337065245,721.6183168653262,3.789703813323293,5.71995688909102,3.2320466409878543,114.84864905485726,2.5784905120167045,-0.718,-0.464,-0.483,-6.993049626896456,25.967502641956525,-1.6112086917396735,-136.1,47.0,-32.9,-0.0,-0.0,0.0
18353,15,L,Moderate,EXTENSION,575.0769608105894,761.8056420190857,524.1988834376044,2957.744545729747,714.2283770483775,4.867538363384271,6.803975286801999,2.844501888097395,113.446004468928,0.7241283820966005,-0.741,-0.48,-0.473,-5.966809511688169,28.111711696890712,-3.493456347540262,-134.6,47.7,-33.0,-0.0,-0.0,0.0
18379,15,L,Moderate,EXTENSION,475.14206458741813,815.8074417560427,564.8174401225589,3201.998200943648,607.108350781984,-0.46318257414594344,6.377884502443257,2.7812270365637644,107.4627026995062,3.77048563682477,-0.746,-0.482,-0.455,-6.1276891756332965,33.071107665500406,-2.6477812763662207,-133.4,48.4,-32.9,-0.0,-0.0,0.0
18405,15,L,Moderate,EXTENSION,503.0495672674937,852.3479582003245,476.38006894802265,2838.243913331213,614.0656709976606,3.884945261376548,4.441626386349074,4.834976646200299,110.13557649826443,5.791177565593335,-0.755,-0.485,-0.432,-6.125363269172174,34.68272889976623,-2.517141494882651,-131.7,49.3,-32.7,-0.0,-0.0,0.0
18431,15,L,Moderate,EXTENSION,470.56365315782324,811.4461536648583,597.9948316966797,2870.1626933847165,587.7713855386673,4.335283152084227,5.1082304235794,3.45124519648706,99.32561340215533,6.126362230030706,-0.76,-0.48,-0.402,-5.1305683255986745,35.84215520801883,0.6426700158903832,-130.0,50.5,-32.3,-0.0,-0.0,0.0
18457,15,L,Moderate,EXTENSION,481.5442882266849,763.1519895273086,524.6438205944426,2951.2386529478194,646.7249567653423,0.15148104633279713,6.22968806848845,3.6711551386073835,119.20286065016327,5.7268254686920415,-0.765,-0.477,-0.406,0.3402664341861981,35.32778635320474,0.6316611094466968,-130.4,50.7,-31.9,-0.0,-0.0,0.0
